placeId,place_name,introduction,category_name,categoryId,latitude,longitude,postcode,thumbnail_url,tags,province_Id,province_name,district_Id,district_name,sub_district_Id,sub_district_name,updated_at
26192,หาดป่าตอง,อยู่ตำบลป่าตอง ระหว่างหาดกมลาและหาดกะรน เป็นหาดที่มีความสวยงามเป็นที่กล่าวขวัญของนักท่องเที่ยวทั้งชาวไทยและชาวต่างประเทศ ชายหาดที่มีความยาวโค้งคล้ายพระจันทร์เสี้ยว เม็ดทรายละเอียดสีขาวสะอาดตาค่อย ๆ ลาดเอียงเป็นผืนทรายกว้างลึกลงไปในน้ำทะเลที่สวยใส คลื่นลมที่ไม่แรงจัด จึงเหมาะแก่การเล่นกีฬาทางน้ำ เช่น บานานาโบ๊ต และเจ็ตสกี,สถานที่ท่องเที่ยว,3,7.89462,98.29474,83150.0,https://dmc.tatdataapi.io/assets/011d1a28-5fb1-4c69-bf41-8468c0511ccc.jpeg,"ภูเก็ต,หาดป่าตอง",350,ภูเก็ต,8302,กะทู้,830202,ป่าตอง,2024-07-15T05:24:32.243Z
26208,หาดในหาน,เป็นหาดที่ตั้งอยู่ตอนใต้ของเกาะภูเก็ต และอยู่ถัดจากแหลมพรหมเทพขึ้นไปทางทิศเหนือ โดยอยู่ห่างจากตัวเมืองภูเก็ตประมาณ 18 กิโลเมตร มีเส้นทางไปได้หลายทาง,สถานที่ท่องเที่ยว,3,7.77802,98.30306,83130.0,https://dmc.tatdataapi.io/assets/b1b36066-bc2b-4e6f-8f1c-714e11ec2f13.jpeg,"ภูเก็ต,หาดในหาน",350,ภูเก็ต,8301,เมืองภูเก็ต,830107,ราไวย์,2024-07-15T05:22:08.314Z
24404,จุดชมวิวสามอ่าว,"จุดชมวิวสามอ่าว ตั้งอยู่ริมทางหลวงหมายเลข 4030 เป็นจุดชมทิวทัศน์ที่สวยงามที่สุดอีกแห่งหนึ่งของเกาะภูเก็ต เพราะความโค้งแบบพระจันทร์เสี้ยวของชายหาดทั้งสามแห่ง ได้แก่ หาดกะตะน้อย ที่ชายหาดสีขาวโค้งยาวห่างจากจุดชมวิวออกไป ต่อด้วยเส้นโค้งยาวของชายหาดกะตะที่สวยไม่แพ้กันและยาวต่อเนื่องไปถึงหาดกะรน ชายหาดที่สวยสะอาด ทอดตัวโค้งยาวต่อเนื่องกันทั้งสามแห่งนี้ จึงเป็นที่มาของ “สามอ่าว""",สถานที่ท่องเที่ยว,3,7.85954,98.28972,83100.0,https://dmc.tatdataapi.io/assets/c5e11a09-b5b2-47d7-a70b-a6653a6ce505.jpeg,"จุดชมวิวสามอ่าว,ภูเก็ต,สามอ่าว",350,ภูเก็ต,8301,เมืองภูเก็ต,830108,กะรน,2024-07-15T05:22:07.612Z
12617,พิพิธภัณฑ์ภูเก็ตไทยหัว,ตั้งอยู่ที่ถนนกระบี่ย่านเมืองเก่าภูเก็ต สถานที่แห่งนี้เดิมเป็นโรงเรียนสอนภาษาจีนแห่งแรกในจังหวัดภูเก็ต ซึ่งชาวจีนฮกเกี้ยน บรรพบุรุษชาวจีนรุ่นแรกที่อพยพมาอยู่ที่ภูเก็ตได้ร่วมกันตั้งขึ้น เป็นอาคารสองชั้น มีลักษณะทางสถาปัตยกรรมแบบชิโน-ยูโรเปียน สร้างขึ้นเมื่อปี พ.ศ. 2477 เป็นแหล่งเรียนรู้ที่ให้เยาวชน ประชาชน รวมทั้งนักท่องเที่ยวได้ศึกษาความเป็นมาของจังหวัดภูเก็ตได้ครบถ้วน,สถานที่ท่องเที่ยว,3,7.88562,98.38687,83000.0,https://dmc.tatdataapi.io/assets/a8ff9b8a-5258-416b-aee1-1b1c200b6183.jpg,"พิพิธภัณฑ์,ภูเก็ต,ภูเก็ตไทยหัว",350,ภูเก็ต,8301,เมืองภูเก็ต,830102,ตลาดเหนือ,2024-07-15T05:21:18.558Z
2181,วัดพระนางสร้าง,อยู่ห่างจากตัวเมือง 20 กิโลเมตร ไปตามเส้นทางถนนเทพกระษัตรี ถึงสี่แยกอำเภอถลาง ตั้งอยู่ทางด้านซ้ายเป็นวัดที่เก่าแก่,สถานที่ท่องเที่ยว,3,8.02654,98.33256,83110.0,https://dmc.tatdataapi.io/assets/e4bbdef2-d427-4480-b8c2-a41b3f6114ce.jpg,,350,ภูเก็ต,8303,ถลาง,830301,เทพกระษัตรี,2024-07-15T05:20:24.653Z
19852,แหลมกระทิง,"อยู่ตำบลกะรน ระหว่างหาดในหานและหาดนุ้ย ลักษณะเป็นภูเขาหญ้า
อยู่ริมหน้าผาติดทะเล ช่วงเวลาที่แนะนำในการท่องเที่ยวคือ ช่วงเวลาเย็น ตั้งแต่ 16.00 น. เป็นต้นไป เพราะที่นี่เป็นจุดชมพระอาทิตย์ตกที่สวยงามมากอีกแห่งของเกาะภูเก็ต จุดไฮไลต์ที่นักท่องเที่ยวส่วนใหญ่นิยมมาถ่ายรูปกัน คือ หินก้อนใหญ่ที่มีรูปทรงคล้ายเรือใบ ยอดแหลมชี้ขึ้นฟ้า ยื่นไปทางทะเล 
กลายเป็นสัญลักษณ์ของแหลมกระทิงที่ทุกคนต้องมาถ่ายภาพท่ามกลางภูเขาหญ้าและแสงสียามเย็นขณะพระอาทิตย์กำลังตก",สถานที่ท่องเที่ยว,3,7.77612,98.2887,83100.0,https://dmc.tatdataapi.io/assets/2855d24d-9743-481b-80c5-80ca3f4c6882.jpeg,"ภูเก็ต,แหลมกระทิง",350,ภูเก็ต,8301,เมืองภูเก็ต,830108,กะรน,2024-07-15T05:19:20.535Z
28561,บ้านชินประชา,ชมบ้านเก่าแก่สไตล์ชิโน-ยูโรเปียน ที่สร้างขึ้นเป็นแห่งแรกของเกาะภูเก็ต มีอายุกว่า 100 ปี ตั้งอยู่ที่ถนนกระบี่ ตำบลตลาดเหนือ ในตัวเมืองภูเก็ต เป็นบ้านของตระกูล ตัณฑวณิช ผู้เป็นเจ้าของได้อนุรักษ์ตัวอาคารและเครื่องเรือนเครื่งใช้ต่าง ๆ ในบ้านไว้เป็นอย่างดี,สถานที่ท่องเที่ยว,3,7.88591,98.384,83000.0,https://dmc.tatdataapi.io/assets/bc9d88bb-f28d-4d15-81b8-ac0f62939286.jpeg,"ชิโน-โปรตุกีส,ตึกเก่า,ถนนกระบี่,บ้านชินประชา",350,ภูเก็ต,8301,เมืองภูเก็ต,830102,ตลาดเหนือ,2024-07-15T05:19:19.080Z
9227,อุทยานแห่งชาติสิรินาถ,ตั้งอยู่บริเวณชายฝั่งทะเลด้านตะวันตกเฉียงเหนือของภูเก็ต ประกอบด้วยป่าสนทะเล และแนวปะการังชายฝั่งที่สมบูรณ์ หาดทรายขาวสะอาดมีความยาวต่อเนื่องถึง 13 กิโลเมตร ประกอบด้วย หาดไม้ขาว หาดในยาง และหาดเล็ก ๆ อย่างหาดทรายแก้ว หาดในทอน และหาดลายัน ,สถานที่ท่องเที่ยว,3,8.09547,98.2999,83110.0,https://dmc.tatdataapi.io/assets/d3ce9aba-ac69-47eb-bd2f-00f2d58c361f.jpeg,"ภูเก็ต,หาดในยาง,หาดไม้ขาว,อุทยานแห่งชาติสิรินาถ",350,ภูเก็ต,8303,ถลาง,830306,สาคู,2024-07-15T05:18:53.953Z
6230,บ้านตีลังกา,,สถานที่ท่องเที่ยว,3,7.93838,98.37986,83000.0,https://dmc.tatdataapi.io/assets/e609fc36-835d-4643-b843-23a96fd58a08.jpg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830103,เกาะแก้ว,2024-07-15T05:17:51.733Z
23678,จุดชมวิวเขารัง,ชมทัศนียภาพของตัวเมือง ทะเล และภูเขาที่รายล้อมได้ 360 องศา ช่วงเวลาที่แนะนำ คือ ช่วงเย็นจนถึงค่ำ ซึ่งจะมองเห็นแสงไฟวิบวับของอาคารบ้านเรือนด้านล่างจากระยะไกล สามารถนำรถยนต์ขึ้นไปได้จนถึงบริเวณจุดชมวิว,สถานที่ท่องเที่ยว,3,7.8933,98.3797,83000.0,https://dmc.tatdataapi.io/assets/d7654572-c903-4eeb-a567-1c80945a1124.jpeg,"ภูเก็ต,เขารัง,จุดชมวิว,จุดชมวิวเขารัง",350,ภูเก็ต,8301,เมืองภูเก็ต,830104,รัษฎา,2024-07-15T05:15:08.361Z
29576,อ่าวฉลอง,"ตั้งอยู่ทางตอนใต้ของเกาะภูเก็ต ชายหาดรูปโค้งยาวมองเห็นทิวมะพร้าวริมหาดเอนลู่ออกทะเล บริเวณนี้ไม่เหมาะแก่การเล่นน้ำ เพราะหาดเป็นโคลน ที่อ่าวฉลองนี้นักท่องเที่ยวจะเช่าเรือไปเที่ยวตามเกาะต่าง ๆ หรือเช่าไปตกปลาได้
",สถานที่ท่องเที่ยว,3,7.82835,98.34869,83130.0,https://dmc.tatdataapi.io/assets/1c7bec2c-4696-4008-a24f-b84f9b53e871.jpeg,"ภูเก็ต,อ่าวฉลอง",350,ภูเก็ต,8301,เมืองภูเก็ต,830106,ฉลอง,2024-07-15T05:14:06.302Z
19863,แหลมพรหมเทพ,,สถานที่ท่องเที่ยว,3,7.76104,98.30457,83130.0,https://dmc.tatdataapi.io/assets/e40e71ae-72c5-44fa-aea8-e883c8f0eb5e.jpeg,"ภูเก็ต ,แหลมพรหมเทพ ",350,ภูเก็ต,8301,เมืองภูเก็ต,830107,ราไวย์,2024-07-15T05:14:05.451Z
31081,หาดกล้วย,,สถานที่ท่องเที่ยว,3,8.04216,98.27658,83110.0,https://dmc.tatdataapi.io/assets/a635c957-8da7-4d0e-95cb-2bef31e5b222.jpeg,,350,ภูเก็ต,8303,ถลาง,830303,เชิงทะเล,2024-07-15T05:10:06.560Z
24645,หาดกะหลิม,ไปตามเส้นทางเดียวกับหาดป่าตอง แต่เมื่อถึงตัวหาดป่าตอง จะมีทางแยกให้เลี้ยวขวาก็จะถึงหาดกะหลิมเป็นหาดเล็ก ๆ มีโขดหินและแนวปะการังและมีสถานที่พักริมหาด,สถานที่ท่องเที่ยว,3,7.91283,98.29416,83150.0,https://dmc.tatdataapi.io/assets/22af4ae4-c85e-4af4-887d-8f65b5dd3317.jpeg,หาดกะหลิม,350,ภูเก็ต,8302,กะทู้,830202,ป่าตอง,2024-07-15T05:10:05.570Z
26798,หาดฟรีดอม,,สถานที่ท่องเที่ยว,3,7.87519,98.27581,83150.0,https://dmc.tatdataapi.io/assets/9b513d38-a884-462e-81c0-75b8eba69168.jpeg,,350,ภูเก็ต,8302,กะทู้,830202,ป่าตอง,2024-07-15T05:07:19.951Z
20698,เกาะสิเหร่,อยู่ห่างจากตัวเมือง 4 กิโลเมตร เป็นเกาะขนาดเล็กอยู่ทางทิศตะวันออกเฉียงใต้ของเกาะภูเก็ต คลองท่าจีนคั่นระหว่างเกาะทั้งสอง โดยมีสะพานเชื่อมติดต่อกันโดยสะดวก บนยอดเขาเป็นที่ประดิษฐานพระพุทธไสยาสน์,สถานที่ท่องเที่ยว,3,7.88816,98.43135,83000.0,https://dmc.tatdataapi.io/assets/8d55cb15-c20b-45b7-a362-bcd328c65155.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830104,รัษฎา,2024-07-15T05:04:54.976Z
20620,เกาะตะเภาน้อย,,สถานที่ท่องเที่ยว,3,7.83333,98.42338,83000.0,https://dmc.tatdataapi.io/assets/5a8e99a3-db30-4847-b90a-6fdf69b01821.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830105,วิชิต,2024-07-15T05:03:17.588Z
20770,เกาะรังใหญ่,,สถานที่ท่องเที่ยว,3,7.95471,98.44855,83000.0,https://dmc.tatdataapi.io/assets/e47a0c8f-725f-44bb-8c77-51dc8cb42a5b.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830103,เกาะแก้ว,2024-07-15T05:03:14.475Z
26279,หาดกะรน,อยู่ถัดจากหาดกะตะไปทางเหนือ มีเพียงเนินเขาเตี้ย ๆ คั่นอยู่เท่านั้น,สถานที่ท่องเที่ยว,3,7.83922,98.29404,83100.0,https://dmc.tatdataapi.io/assets/6997c04b-37cc-4154-807c-21c96b9b38dd.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830108,กะรน,2024-07-15T05:03:13.556Z
20811,เกาะราชาน้อย,,สถานที่ท่องเที่ยว,3,7.48905,98.31874,83130.0,https://dmc.tatdataapi.io/assets/f9f78e40-a52b-48de-80d4-a41e43314f15.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830107,ราไวย์,2024-07-15T05:03:11.075Z
24364,จุดชมวิวกะตะกะรน,จากหาดในหานไปหาดกะตะน้อยตามเส้นทางถนนรอบเกาะ,สถานที่ท่องเที่ยว,3,7.85954,98.28972,83100.0,https://dmc.tatdataapi.io/assets/3893bf47-9ff3-4cd1-b4ab-75130151a865.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830108,กะรน,2024-07-15T05:03:10.369Z
12564,พิพิธภัณฑ์เปลือกหอยภูเก็ต,ตั้งอยู่บนถนนสายห้าแยกฉลอง-หาดราไวย์ เป็นแหล่งรวบรวมเปลือกหอยหลากสีสันและลวดลายจากทั่วทุกมุมโลก,สถานที่ท่องเที่ยว,3,7.78291,98.32863,83130.0,https://dmc.tatdataapi.io/assets/c002d4ee-7eca-4d10-b09b-a9e41da0e6ee.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830107,ราไวย์,2024-07-15T05:03:09.657Z
26285,หาดกมลา,อยู่ห่างจากตัวเมืองภูเก็ต 26 กิโลเมตร จากอนุสาวรีย์ท้าวเทพกษัตรีท้าวศรีสุนทร เลี้ยวซ้ายผ่านหาดสุรินทร์ แหลมสิงห์ ก็จะถึงหาดกมลาเป็นแนวหาดทรายยาวประมาณ 2 กิโลเมตร เป็นหาดที่สงบเงียบ มีสถานที่พักบริการนักท่องเที่ยว,สถานที่ท่องเที่ยว,3,7.95471,98.28272,83150.0,https://dmc.tatdataapi.io/assets/2b4312c4-b645-4efa-85b7-30f18ec9a4f6.jpeg,,350,ภูเก็ต,8302,กะทู้,830203,กมลา,2024-07-15T05:03:08.701Z
9997,ศาลเจ้าแสงธรรม,เป็นศาลเจ้าเก่าแก่อายุ 100 กว่าปี ตั้งอยู่ในซอยเล็ก ๆ บนถนนพังงา สร้างขึ้นเมื่อ พ.ศ. 2434 โดย หลวงอำนาจนรารักษ์ (ดันด้วด) เพื่อเป็นที่ประดิษฐานเทพเจ้าจีนที่สายตระกูลนับถือมาแต่เดิม,สถานที่ท่องเที่ยว,3,7.88045,98.39225,83000.0,https://dmc.tatdataapi.io/assets/9da49004-2dbe-4d11-8d11-a261dcb27290.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830101,ตลาดใหญ่,2024-07-15T04:58:42.878Z
12559,ประตูเมืองสู่ภูเก็ต,จัดสร้างโดยองค์การบริหารส่วนจังหวัดภูเก็ต เนื่องในวโรกาสมหามงคลเฉลิมพระชนมพรรษา 80 พรรษา พระบาทสมเด็จพระเจ้าอยู่หัว ในปี 2550 เพื่อให้ห้องรับแขกแห่งแรก ในการต้อนรับนักท่องเที่ยวที่จะเดินทางเข้ามาท่องเที่ยวที่จังหวัดภูเก็ต,สถานที่ท่องเที่ยว,3,8.18429,98.29762,83110.0,https://dmc.tatdataapi.io/assets/af222f67-2820-4b61-9444-6f2b626c3c88.jpeg,,350,ภูเก็ต,8303,ถลาง,830305,ไม้ขาว,2024-07-15T04:58:32.020Z
19911,หาดแหลมกา,,สถานที่ท่องเที่ยว,3,7.90011,98.39252,83000.0,https://dmc.tatdataapi.io/assets/db8231c4-3a0b-43c9-8a39-e9500363b70d.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830104,รัษฎา,2024-07-15T04:58:18.702Z
24806,ศาลเจ้าจุ๊ยตุ่ย,ตั้งอยู่ในซอยภูธร ติดกับศาลเจ้าปุดจ้อ ตามประวัติของศาลเจ้าจุ๊ยตุ่ยนั้น มีความเกี่ยวข้องกับศาลเจ้าบางเหนียว กล่าวคือหลังจากเกิดไฟไหม้ศาลเจ้าของคณะงิ้วในซอยรมณีย์แล้ว ครั้งนั้นแกนนำกลุ่มหนึ่งได้แยกตัวออกไปตั้งศาลเจ้าบริเวณบ้านบางเหนียว ซึ่งต่อมาคือศาลเจ้าบางเหนียวในปัจจุบัน,สถานที่ท่องเที่ยว,3,7.88317,98.38311,83000.0,https://dmc.tatdataapi.io/assets/191c4405-a1a4-47e1-ac93-c292d3bcaecf.jpeg,,350,ภูเก็ต,8301,เมืองภูเก็ต,830102,ตลาดเหนือ,2024-07-15T04:58:01.947Z
